order_id,order_date,customer_id,country,category,unit_price,quantity,discount_pct,status
104683,2023-01-06,83,US,Clothing,60.94,3,0,completed
103786,2023-01-06,1071,US,Home,139.57,5,5,completed
103752,2023-01-07,980,ES,Clothing,68.94,4,0,completed
100180,2023-01-07,293,DE,Electronics,169.4,1,10,completed
103984,2023-01-07,1463,DE,Electronics,291.51,3,40,completed
102842,2023-01-08,790,TR,Electronics,334.18,4,10,completed
100985,2023-01-08,90,US,Home,184.41,1,5,completed
100265,2023-01-08,568,US,Electronics,270.49,5,5,completed
103795,2023-01-08,1128,FR,Home,178.56,3,5,completed
104404,2023-01-08,612,FR,Electronics,154.42,4,20,completed
100252,2023-01-08,977,US,Clothing,54.24,2,0,refunded
103826,2023-01-08,1378,US,Home,192.25,4,5,completed
104159,2023-01-08,705,DE,Clothing,89.11,1,30,completed
103164,2023-01-09,221,US,Clothing,60.29,1,0,completed
104837,2023-01-09,750,NL,Electronics,397.77,3,15,completed
104943,2023-01-09,349,TR,Books,10.61,4,10,completed
101219,2023-01-09,1124,US,Clothing,61.03,5,10,refunded
101660,2023-01-09,1459,ES,Toys,29.2,2,10,completed
101243,2023-01-09,947,ES,Books,16.92,1,10,refunded
100462,2023-01-09,1325,FR,Electronics,455.42,4,0,completed
100402,2023-01-10,412,FR,Home,99.39,5,20,completed
104951,2023-01-10,1041,US,Toys,28.96,1,0,completed
101228,2023-01-11,683,US,Toys,49.69,5,10,completed
105149,2023-01-11,123,US,Clothing,28.07,3,15,completed
102131,2023-01-11,1040,US,Clothing,44.28,4,0,completed
100652,2023-01-11,154,US,Home,52.6,3,10,cancelled
104853,2023-01-11,1382,UK,Clothing,41.33,2,15,completed
103185,2023-01-11,37,US,Electronics,149.37,3,0,completed
101231,2023-01-11,541,US,Electronics,664.59,4,0,completed
104171,2023-01-11,1351,FR,Clothing,52.59,3,5,completed
101207,2023-01-12,542,TR,Toys,41.67,4,15,completed
104358,2023-01-12,592,FR,Books,38.71,5,0,completed
102280,2023-01-12,268,DE,Home,129.42,4,15,completed
102456,2023-01-12,861,FR,Home,88.3,4,30,completed
103612,2023-01-13,1330,UK,Home,175.63,1,10,completed
104351,2023-01-13,413,US,Electronics,618.79,5,5,completed
104008,2023-01-13,313,TR,Books,31.2,2,10,completed
100755,2023-01-13,793,US,Books,44.88,4,5,completed
101973,2023-01-14,720,NL,Toys,36.57,4,15,completed
103477,2023-01-14,950,ES,Home,108.4,4,40,completed
103777,2023-01-14,902,DE,Electronics,382.54,3,20,completed
101599,2023-01-14,1311,DE,Electronics,612.75,4,0,completed
104918,2023-01-14,1167,US,Clothing,72.38,5,10,completed
102345,2023-01-15,640,NL,Clothing,46.54,5,10,completed
100896,2023-01-15,1103,US,Clothing,72.26,1,10,completed
102581,2023-01-15,1411,UK,Electronics,408.38,4,10,completed
103203,2023-01-15,41,NL,Home,204.86,1,10,completed
100556,2023-01-15,980,US,Books,44.03,4,15,completed
101017,2023-01-15,424,US,Books,19.97,1,0,completed
103738,2023-01-16,133,DE,Toys,29.16,2,15,completed
100699,2023-01-16,1372,UK,Clothing,81.53,4,5,completed
101563,2023-01-16,1281,US,Clothing,68.2,2,15,refunded
105044,2023-01-16,683,US,Clothing,42.7,4,0,completed
102043,2023-01-17,1498,UK,Home,210.57,3,5,refunded
104319,2023-01-17,1348,ES,Home,34.66,2,0,completed
105963,2023-01-18,183,FR,Clothing,51.6,3,20,completed
104213,2023-01-18,180,TR,Home,113.68,1,5,completed
100559,2023-01-18,804,ES,Home,172.28,2,0,completed
103728,2023-01-18,1082,ES,Home,216.97,1,20,refunded
103735,2023-01-18,510,UK,Electronics,241.66,4,30,refunded
102316,2023-01-18,127,US,Toys,82.73,1,20,completed
103220,2023-01-18,1198,US,Home,83.1,3,0,completed
101473,2023-01-18,1159,DE,Clothing,48.85,1,0,completed
102462,2023-01-19,289,US,Electronics,606.93,5,15,completed
102749,2023-01-19,505,UK,Toys,40.46,5,5,completed
101013,2023-01-19,901,US,Electronics,775.12,1,10,completed
101277,2023-01-19,1204,FR,Electronics,664.8,3,15,completed
103654,2023-01-19,266,UK,Electronics,261.38,3,20,completed
100081,2023-01-19,1007,UK,Home,226.52,4,0,completed
102975,2023-01-20,516,UK,Clothing,69.29,2,5,completed
102329,2023-01-20,1194,ES,Toys,73.15,4,20,completed
103947,2023-01-20,1,DE,Toys,22.74,5,5,completed
103092,2023-01-20,801,DE,Clothing,45.63,5,0,completed
105075,2023-01-20,905,DE,Clothing,22.33,5,5,completed
100287,2023-01-20,1423,UK,Electronics,689.01,5,15,completed
100413,2023-01-20,899,ES,Electronics,139.89,3,0,completed
103593,2023-01-20,1258,FR,Toys,44.21,4,0,completed
104785,2023-01-21,1319,DE,Books,10.6,4,10,completed
103362,2023-01-21,619,US,Books,38.91,3,10,refunded
103834,2023-01-21,1239,UK,Home,172.09,3,30,completed
103083,2023-01-21,755,TR,Home,129.01,2,0,completed
103855,2023-01-22,1443,US,Books,17.98,2,0,completed
103369,2023-01-22,1164,TR,Home,173.23,4,10,completed
104046,2023-01-22,478,US,Home,104.99,4,0,completed
101375,2023-01-22,1113,FR,Books,43.84,4,0,completed
101486,2023-01-22,898,US,Home,59.52,2,20,refunded
102471,2023-01-22,768,US,Electronics,175.98,3,10,refunded
103282,2023-01-22,714,UK,Toys,51.36,2,10,completed
105892,2023-01-23,1422,ES,Clothing,30.69,2,15,completed
103200,2023-01-23,525,ES,Books,36.57,2,5,completed
105077,2023-01-23,762,US,Books,16.06,4,15,completed
103466,2023-01-23,543,TR,Books,39.79,1,5,completed
103639,2023-01-24,980,NL,Toys,81.15,5,0,completed
101965,2023-01-24,1420,FR,Books,35.82,2,0,completed
103622,2023-01-24,633,DE,Home,77.55,5,15,completed
104210,2023-01-24,28,FR,Clothing,34.81,4,15,completed
103285,2023-01-24,133,US,Books,34.05,5,0,completed
104350,2023-01-24,1193,DE,Clothing,107.45,5,30,completed
102921,2023-01-25,681,DE,Electronics,502.49,2,5,completed
103678,2023-01-25,1431,UK,Clothing,107.14,5,0,completed
104463,2023-01-25,32,US,Books,13.16,5,5,completed
102369,2023-01-25,638,UK,Clothing,97.11,1,0,completed
104600,2023-01-25,1223,DE,Clothing,67.81,3,0,completed
102344,2023-01-25,727,US,Electronics,621.72,2,0,completed
104201,2023-01-26,1003,FR,Clothing,51.39,2,30,completed
104689,2023-01-26,1357,US,Books,33.59,3,10,completed
100976,2023-01-26,1052,US,Electronics,579.25,4,0,completed
102923,2023-01-26,635,US,Clothing,48.79,4,20,completed
100173,2023-01-26,1354,TR,Clothing,46.69,3,0,completed
101319,2023-01-26,591,TR,Books,42.03,2,0,completed
103830,2023-01-26,5,DE,Toys,73.36,5,30,completed
103519,2023-01-27,310,US,Home,217.93,1,30,completed
101537,2023-01-27,232,UK,Electronics,233.16,3,5,completed
105442,2023-01-27,1100,US,Electronics,732.26,4,15,completed
102073,2023-01-27,1195,FR,Clothing,119.9,1,10,completed
100424,2023-01-27,113,FR,Clothing,112.33,5,0,completed
103929,2023-01-27,510,NL,Home,164.62,4,5,completed
104022,2023-01-27,513,UK,Electronics,872.11,3,5,completed
103340,2023-01-27,561,UK,Home,63.05,2,5,completed
103115,2023-02-01,1302,DE,Clothing,23.85,1,15,refunded
101202,2023-02-01,252,FR,Clothing,91.07,1,15,completed
102517,2023-02-01,406,TR,Clothing,67.2,5,0,completed
102774,2023-02-01,932,TR,Electronics,826.21,1,0,completed
101695,2023-02-01,1002,US,Books,21.93,2,15,completed
102453,2023-02-01,497,ES,Clothing,113.12,2,15,completed
101184,2023-02-01,821,FR,Home,244.38,4,15,completed
105536,2023-02-02,1177,US,Electronics,480.74,4,0,completed
101273,2023-02-02,365,US,Clothing,51.56,2,0,completed
102072,2023-02-02,1169,TR,Home,34.0,2,20,refunded
100651,2023-02-02,1444,UK,Home,80.15,1,30,completed
100398,2023-02-02,215,US,Clothing,105.73,1,0,completed
102516,2023-02-02,1247,US,Home,178.56,4,0,completed
101780,2023-02-02,493,UK,Books,16.76,4,10,completed
101607,2023-02-02,848,US,Books,29.0,2,20,completed
104538,2023-02-03,204,TR,Books,41.47,4,5,completed
104226,2023-02-03,1467,FR,Home,184.14,3,0,completed
104909,2023-02-03,750,TR,Clothing,58.36,2,10,refunded
100401,2023-02-03,1186,FR,Home,182.79,5,10,completed
102041,2023-02-04,1397,US,Electronics,593.48,2,15,completed
102330,2023-02-05,912,NL,Clothing,45.86,1,5,completed
101481,2023-02-05,552,US,Electronics,316.12,2,30,completed
103015,2023-02-05,1243,US,Electronics,847.07,1,0,completed
104891,2023-02-05,93,FR,Toys,13.58,3,15,completed
102747,2023-02-05,720,TR,Electronics,296.8,2,5,completed
104258,2023-02-05,937,DE,Home,157.94,5,20,completed
100360,2023-02-05,823,ES,Clothing,49.55,3,0,refunded
105831,2023-02-05,223,US,Clothing,16.21,1,15,completed
104070,2023-02-06,1404,FR,Books,16.85,5,0,completed
103513,2023-02-06,841,UK,Home,99.51,4,5,completed
104799,2023-02-06,939,US,Electronics,663.94,1,10,completed
102350,2023-02-06,632,US,Electronics,397.07,2,10,completed
103872,2023-02-06,49,US,Home,118.06,5,15,completed
103817,2023-02-07,974,DE,Clothing,116.3,4,5,completed
103521,2023-02-07,1056,US,Home,108.67,5,5,refunded
105353,2023-02-08,192,UK,Clothing,68.79,4,15,cancelled
104234,2023-02-08,531,DE,Home,193.98,2,0,completed
103403,2023-02-08,261,US,Electronics,288.64,2,0,completed
105621,2023-02-09,612,DE,Electronics,234.88,5,10,completed
103950,2023-02-09,527,US,Books,14.6,2,10,cancelled
100280,2023-02-09,579,DE,Home,82.27,4,0,completed
102246,2023-02-09,395,NL,Books,31.01,4,20,completed
103075,2023-02-09,179,US,Clothing,64.61,5,0,completed
102520,2023-02-10,751,US,Home,195.27,3,15,refunded
102544,2023-02-10,276,TR,Electronics,190.76,5,40,completed
103840,2023-02-10,984,UK,Home,189.36,2,10,completed
103118,2023-02-10,1415,TR,Electronics,485.99,3,0,completed
101031,2023-02-11,1096,US,Home,56.14,5,20,completed
102012,2023-02-11,1041,UK,Home,243.75,5,5,completed
104969,2023-02-11,55,US,Clothing,117.1,2,10,completed
101361,2023-02-11,1305,ES,Home,79.43,4,5,completed
100498,2023-02-11,1485,UK,Electronics,484.07,1,40,completed
101440,2023-02-11,1347,FR,Books,8.58,3,20,refunded
104667,2023-02-11,897,UK,Clothing,57.88,3,40,completed
102141,2023-02-11,1417,NL,Toys,23.11,5,0,completed
103488,2023-02-11,610,DE,Toys,39.2,2,0,completed
100597,2023-02-12,463,DE,Electronics,631.28,3,40,completed
102492,2023-02-12,1494,US,Home,111.63,2,15,cancelled
100226,2023-02-12,1114,DE,Electronics,463.95,5,0,completed
103686,2023-02-12,983,US,Clothing,26.08,3,40,completed
102947,2023-02-13,21,UK,Home,137.94,1,0,completed
104932,2023-02-13,306,ES,Electronics,378.16,1,0,cancelled
102605,2023-02-13,609,DE,Electronics,632.94,3,15,completed
100816,2023-02-14,1057,US,Electronics,894.06,2,0,completed
102428,2023-02-14,571,NL,Books,31.44,4,40,completed
104459,2023-02-14,734,UK,Toys,36.75,2,15,completed
100404,2023-02-14,1431,US,Electronics,223.39,3,0,completed
103224,2023-02-14,535,UK,Toys,71.08,3,40,completed
102870,2023-02-15,535,UK,Home,61.18,4,10,completed
101867,2023-02-15,849,US,Books,15.83,1,30,completed
103096,2023-02-15,82,US,Toys,21.48,1,0,completed
100002,2023-02-15,1137,NL,Books,31.37,1,5,completed
101096,2023-02-16,1019,US,Electronics,875.43,3,15,completed
100987,2023-02-16,539,FR,Toys,34.41,2,10,completed
105611,2023-02-16,1256,ES,Clothing,102.38,2,5,completed
105332,2023-02-16,681,TR,Clothing,112.06,5,5,completed
104297,2023-02-17,98,US,Electronics,274.55,4,30,cancelled
101822,2023-02-18,1166,FR,Electronics,336.01,5,5,completed
104742,2023-02-18,552,US,Books,26.12,3,10,refunded
102322,2023-02-18,337,ES,Toys,36.81,2,15,completed
105662,2023-02-18,549,DE,Electronics,680.41,3,0,completed
105335,2023-02-18,175,DE,Electronics,685.63,1,0,completed
105824,2023-02-18,357,US,Toys,29.63,3,5,completed
105175,2023-02-18,1391,US,Toys,33.51,4,0,completed
100670,2023-02-18,1326,TR,Electronics,822.14,3,30,completed
103970,2023-02-19,1361,UK,Home,193.76,5,10,completed
105413,2023-02-19,258,UK,Electronics,481.25,3,0,completed
102303,2023-02-19,779,DE,Toys,84.99,3,10,completed
100527,2023-02-19,273,US,Toys,64.76,3,0,completed
101221,2023-02-19,1082,US,Home,192.48,1,10,completed
100718,2023-02-19,1453,UK,Electronics,864.1,3,40,refunded
101683,2023-02-19,221,FR,Electronics,695.29,3,0,completed
102651,2023-02-19,382,FR,Clothing,37.32,5,0,completed
100788,2023-02-20,524,TR,Clothing,104.1,1,15,cancelled
100910,2023-02-20,1398,US,Electronics,223.53,1,30,completed
104899,2023-02-20,995,UK,Home,67.66,1,10,completed
100472,2023-02-20,128,US,Books,43.59,4,20,completed
103692,2023-02-20,1173,TR,Electronics,369.48,1,0,completed
104730,2023-02-20,416,DE,Clothing,21.72,2,0,completed
103864,2023-02-20,503,ES,Toys,77.44,1,5,completed
101455,2023-02-20,885,UK,Home,161.98,1,0,completed
100274,2023-02-20,102,FR,Clothing,100.67,1,10,completed
100293,2023-02-20,134,NL,Books,38.91,1,0,completed
104376,2023-02-20,153,DE,Electronics,335.1,5,15,completed
103996,2023-02-20,1031,FR,Clothing,97.74,2,0,completed
104157,2023-02-21,1275,US,Home,135.57,3,15,completed
104122,2023-02-21,69,TR,Electronics,224.09,4,0,completed
101549,2023-02-21,335,DE,Electronics,413.45,1,5,completed
100205,2023-02-21,278,TR,Home,70.13,1,5,completed
104726,2023-02-22,935,UK,Home,158.86,4,15,completed
105317,2023-02-22,1368,UK,Clothing,56.92,3,20,completed
105606,2023-02-22,1099,FR,Toys,86.75,4,10,completed
101405,2023-02-22,1232,UK,Clothing,82.73,5,5,completed
102501,2023-02-22,544,US,Home,218.51,4,10,refunded
105352,2023-02-22,412,US,Clothing,75.76,5,0,completed
100449,2023-02-22,1304,UK,Electronics,898.19,3,20,completed
103925,2023-02-23,1303,US,Home,62.62,3,0,completed
105911,2023-02-23,20,ES,Toys,48.87,2,5,completed
102653,2023-02-23,49,US,Clothing,43.02,4,5,completed
101933,2023-02-23,192,UK,Toys,13.46,1,0,completed
100572,2023-02-23,1017,ES,Home,41.95,4,20,completed
100146,2023-02-23,386,TR,Home,191.0,3,15,completed
105038,2023-02-23,565,US,Books,12.13,1,15,completed
100819,2023-02-23,1281,US,Electronics,417.17,3,0,completed
105630,2023-02-23,274,US,Electronics,761.63,5,5,completed
103634,2023-02-24,58,TR,Books,29.68,2,15,completed
104665,2023-02-24,1278,DE,Clothing,80.34,3,0,completed
105599,2023-02-24,863,TR,Electronics,237.57,1,15,completed
104914,2023-02-24,873,UK,Home,137.72,2,5,completed
101681,2023-02-24,555,DE,Home,167.14,1,10,completed
102150,2023-02-24,317,US,Clothing,31.06,2,20,completed
100994,2023-02-24,540,ES,Books,33.08,2,0,completed
103531,2023-02-25,276,NL,Electronics,755.54,3,0,completed
101769,2023-02-25,1115,ES,Home,200.57,3,20,completed
105544,2023-02-25,914,DE,Electronics,326.49,1,30,completed
102773,2023-02-25,340,US,Home,127.09,5,15,completed
100513,2023-02-25,1373,TR,Clothing,91.43,3,10,completed
104732,2023-02-25,1022,US,Toys,24.55,2,20,completed
102365,2023-02-26,284,DE,Toys,25.56,4,0,completed
102474,2023-02-26,1052,US,Books,14.66,1,0,completed
104604,2023-02-26,341,US,Toys,68.17,3,0,completed
104725,2023-02-26,521,US,Clothing,57.76,4,10,completed
102356,2023-02-26,962,UK,Home,129.16,1,15,completed
101704,2023-02-26,11,US,Books,15.96,1,0,completed
101310,2023-02-27,392,US,Books,31.89,5,10,completed
105728,2023-02-27,1210,TR,Toys,17.66,5,15,completed
104053,2023-03-01,458,US,Electronics,259.41,1,40,completed
100474,2023-03-01,973,US,Clothing,83.57,3,15,completed
103460,2023-03-01,438,UK,Books,24.86,3,15,completed
103296,2023-03-01,1056,US,Clothing,15.28,3,30,completed
105594,2023-03-01,769,US,Electronics,856.67,2,0,refunded
100179,2023-03-01,328,ES,Electronics,881.07,5,10,completed
103116,2023-03-01,41,DE,Toys,46.56,2,20,completed
102079,2023-03-01,1471,UK,Clothing,57.03,1,20,cancelled
105932,2023-03-02,1232,DE,Electronics,842.34,2,0,refunded
103392,2023-03-02,1204,UK,Electronics,525.32,5,0,completed
103604,2023-03-02,1044,FR,Toys,34.09,1,0,completed
103918,2023-03-02,1361,DE,Clothing,95.65,4,0,completed
103023,2023-03-02,1393,US,Toys,62.01,5,0,completed
101604,2023-03-02,1401,ES,Electronics,219.48,3,0,completed
101862,2023-03-02,1247,UK,Electronics,589.57,4,5,completed
105494,2023-03-02,216,UK,Clothing,45.54,3,10,completed
103901,2023-03-03,1231,NL,Toys,62.68,5,10,completed
102748,2023-03-03,794,US,Electronics,227.82,1,0,completed
101211,2023-03-03,1103,UK,Home,66.78,3,0,completed
104756,2023-03-03,1196,UK,Clothing,54.65,5,40,completed
102251,2023-03-03,686,DE,Books,39.94,1,0,completed
100361,2023-03-03,926,US,Electronics,885.4,3,10,completed
105923,2023-03-03,1238,DE,Toys,87.99,1,5,completed
104885,2023-03-03,43,FR,Electronics,373.0,4,20,completed
105744,2023-03-04,571,FR,Clothing,112.69,2,0,completed
100484,2023-03-04,3,UK,Toys,42.98,2,30,refunded
104977,2023-03-04,59,US,Clothing,80.34,1,10,refunded
100724,2023-03-04,779,UK,Books,31.14,4,30,completed
100059,2023-03-04,642,UK,Electronics,357.67,4,10,completed
101105,2023-03-05,1168,DE,Electronics,587.28,2,10,completed
100620,2023-03-05,354,US,Home,79.83,2,0,completed
105719,2023-03-05,1255,UK,Clothing,20.37,1,15,completed
101733,2023-03-05,203,UK,Clothing,101.87,4,30,completed
102674,2023-03-05,119,US,Home,66.95,5,5,completed
100276,2023-03-05,1308,US,Toys,46.43,2,10,completed
105883,2023-03-05,332,DE,Electronics,540.05,3,10,refunded
101710,2023-03-05,488,US,Electronics,683.33,1,0,completed
105502,2023-03-06,702,DE,Electronics,755.63,2,5,completed
101816,2023-03-06,874,DE,Electronics,195.04,4,0,completed
105140,2023-03-06,130,TR,Electronics,878.79,5,0,completed
100385,2023-03-06,1141,UK,Clothing,97.0,5,5,completed
103228,2023-03-06,1350,FR,Electronics,686.45,2,15,completed
104207,2023-03-06,1251,US,Clothing,59.23,2,0,completed
100879,2023-03-06,154,NL,Electronics,608.21,1,15,completed
104221,2023-03-06,1472,US,Clothing,118.69,4,10,completed
102709,2023-03-06,1208,UK,Home,220.51,5,0,completed
100339,2023-03-07,755,DE,Books,16.38,2,40,refunded
104865,2023-03-07,1293,US,Toys,54.51,3,15,completed
103328,2023-03-07,123,US,Electronics,321.78,3,20,completed
100119,2023-03-07,1166,DE,Toys,81.04,1,10,completed
104825,2023-03-07,1283,US,Electronics,536.45,5,10,completed
104040,2023-03-07,275,US,Clothing,30.52,3,30,refunded
101870,2023-03-07,805,UK,Electronics,881.82,2,15,completed
104679,2023-03-07,218,US,Home,140.68,2,0,completed
105384,2023-03-07,65,FR,Electronics,832.87,1,5,completed
101454,2023-03-07,1160,ES,Home,139.96,1,15,completed
100630,2023-03-07,369,TR,Home,114.54,3,40,cancelled
102831,2023-03-07,1014,TR,Books,19.35,2,10,completed
103311,2023-03-08,291,TR,Electronics,500.53,3,20,completed
105638,2023-03-08,608,US,Home,75.88,1,5,completed
101028,2023-03-08,1424,US,Clothing,32.1,1,10,completed
105000,2023-03-08,1467,DE,Electronics,127.29,2,10,completed
100166,2023-03-08,805,NL,Books,26.37,2,40,completed
101526,2023-03-09,1012,US,Books,10.05,1,20,completed
100495,2023-03-09,517,US,Clothing,43.75,5,0,completed
102862,2023-03-09,209,TR,Electronics,506.64,1,0,completed
102525,2023-03-09,928,DE,Toys,79.1,3,15,completed
100378,2023-03-09,904,US,Electronics,790.55,1,5,completed
104722,2023-03-09,371,US,Toys,55.71,2,0,completed
100452,2023-03-10,933,TR,Home,241.96,3,0,completed
101926,2023-03-10,1194,US,Toys,67.4,1,15,completed
104958,2023-03-10,646,NL,Clothing,26.86,3,15,completed
100728,2023-03-10,788,US,Clothing,41.06,2,20,completed
101893,2023-03-10,467,ES,Toys,86.92,2,30,refunded
101875,2023-03-10,740,ES,Home,206.51,3,0,completed
104798,2023-03-10,808,UK,Home,63.16,5,5,completed
101685,2023-03-10,591,US,Electronics,235.57,5,20,completed
104692,2023-03-10,768,TR,Electronics,373.5,4,30,cancelled
100394,2023-03-10,106,US,Electronics,378.76,1,0,completed
101991,2023-03-11,117,US,Clothing,67.18,3,30,completed
104241,2023-03-11,1051,US,Books,24.89,4,0,completed
104639,2023-03-11,930,TR,Books,25.75,1,10,cancelled
104307,2023-03-11,977,NL,Electronics,641.6,1,30,completed
104814,2023-03-11,229,FR,Home,187.08,2,0,completed
103352,2023-03-11,354,TR,Electronics,498.58,5,10,completed
104410,2023-03-11,761,ES,Clothing,91.52,5,0,completed
104595,2023-03-12,771,TR,Electronics,636.48,3,10,completed
103590,2023-03-12,171,US,Home,241.3,1,10,refunded
105499,2023-03-12,39,US,Clothing,115.44,4,0,completed
103188,2023-03-12,1177,UK,Clothing,111.15,2,5,completed
100358,2023-03-12,1396,UK,Home,150.31,2,0,completed
100496,2023-03-12,783,US,Toys,21.6,5,0,completed
104533,2023-03-13,478,DE,Books,21.51,1,40,completed
103509,2023-03-13,968,ES,Clothing,56.82,1,0,completed
105037,2023-03-13,360,US,Electronics,318.35,4,20,completed
102454,2023-03-13,1061,FR,Books,38.3,4,20,completed
104449,2023-03-13,1168,TR,Home,26.9,4,30,completed
104645,2023-03-13,68,TR,Clothing,91.35,1,5,completed
101286,2023-03-14,1269,FR,Home,194.68,3,5,cancelled
105002,2023-03-14,284,US,Clothing,52.13,4,20,completed
104663,2023-03-15,935,DE,Clothing,95.2,2,10,completed
105057,2023-03-15,428,FR,Books,35.79,1,10,completed
102169,2023-03-15,877,NL,Clothing,119.89,5,10,completed
102799,2023-03-15,1080,US,Clothing,31.51,3,20,completed
105856,2023-03-15,1113,US,Electronics,814.72,1,5,completed
102229,2023-03-15,30,FR,Clothing,102.18,3,5,completed
101906,2023-03-16,1300,US,Books,13.68,5,0,completed
105228,2023-03-16,27,UK,Clothing,57.13,5,40,refunded
102993,2023-03-16,39,US,Electronics,704.29,4,10,refunded
105437,2023-03-16,209,UK,Home,165.1,3,30,completed
101641,2023-03-16,518,ES,Clothing,98.9,1,10,cancelled
101444,2023-03-16,306,DE,Clothing,60.27,4,40,completed
100283,2023-03-16,1085,DE,Books,26.78,1,20,completed
100307,2023-03-17,1309,DE,Electronics,531.37,5,15,cancelled
102193,2023-03-17,813,US,Electronics,728.74,3,0,completed
105655,2023-03-17,895,UK,Clothing,71.66,2,20,completed
101194,2023-03-17,545,FR,Electronics,136.02,4,10,completed
103122,2023-03-17,507,DE,Clothing,98.42,2,10,completed
101596,2023-03-17,1043,US,Clothing,43.31,2,0,completed
102125,2023-03-17,762,UK,Electronics,866.23,5,0,completed
105554,2023-03-17,257,DE,Electronics,877.2,2,0,completed
104392,2023-03-17,431,UK,Books,35.51,5,10,completed
105363,2023-03-17,185,ES,Clothing,119.9,5,5,completed
100382,2023-03-17,897,NL,Electronics,330.52,2,5,completed
105112,2023-03-18,1324,UK,Electronics,138.37,5,0,completed
105264,2023-03-18,1109,TR,Books,13.52,5,15,refunded
100140,2023-03-18,635,FR,Books,14.53,1,10,completed
102273,2023-03-18,807,US,Home,149.97,1,20,completed
103748,2023-03-18,1485,ES,Electronics,404.68,2,15,completed
102397,2023-03-19,891,UK,Books,16.26,4,10,completed
105654,2023-03-19,1105,US,Toys,71.26,4,10,completed
105878,2023-03-19,95,US,Electronics,458.7,3,5,completed
102083,2023-03-19,741,NL,Clothing,83.07,2,10,completed
102277,2023-03-19,1008,NL,Home,78.14,5,15,completed
103278,2023-03-19,80,US,Toys,25.56,3,20,completed
100006,2023-03-19,1180,TR,Electronics,125.74,4,15,completed
101736,2023-03-19,1330,TR,Toys,81.41,3,5,completed
104267,2023-03-19,351,DE,Home,43.71,4,0,completed
105166,2023-03-19,424,DE,Books,13.51,4,10,completed
101533,2023-03-20,70,US,Clothing,32.85,2,0,completed
105815,2023-03-20,237,US,Clothing,74.63,1,0,completed
102760,2023-03-20,628,US,Books,19.31,1,5,completed
105331,2023-03-20,724,DE,Electronics,846.15,5,40,completed
102986,2023-03-20,703,DE,Clothing,34.44,2,5,completed
102146,2023-03-20,530,UK,Clothing,90.39,3,0,completed
103127,2023-03-20,1394,US,Electronics,735.24,4,5,completed
102892,2023-03-20,1099,UK,Electronics,218.49,3,10,completed
104118,2023-03-20,1243,UK,Toys,69.76,4,30,cancelled
103434,2023-03-20,188,UK,Home,190.18,2,5,completed
101504,2023-03-21,758,DE,Home,220.26,3,10,completed
103701,2023-03-21,514,FR,Electronics,303.58,5,10,completed
104062,2023-03-21,1190,TR,Books,39.47,2,30,completed
105956,2023-03-21,1052,DE,Electronics,850.14,1,10,completed
102358,2023-03-22,161,US,Electronics,652.89,1,0,completed
102772,2023-03-22,1436,US,Electronics,576.61,2,10,completed
101680,2023-03-22,606,US,Home,212.86,1,0,completed
104452,2023-03-22,487,NL,Electronics,454.19,4,40,completed
104194,2023-03-22,1203,TR,Books,26.52,5,15,completed
101450,2023-03-23,286,UK,Electronics,895.0,4,0,completed
101042,2023-03-23,246,UK,Home,190.04,3,10,completed
105762,2023-03-23,555,US,Books,28.05,3,30,completed
100055,2023-03-23,406,DE,Clothing,35.27,1,15,completed
102505,2023-03-24,543,US,Toys,18.6,4,10,completed
